Hours_Awake,Decisions_Made,Task_Switches,Avg_Decision_Time_sec,Sleep_Hours_Last_Night,Time_of_Day,Caffeine_Intake_Cups,Stress_Level_1_10,Error_Rate,Cognitive_Load_Score,Decision_Fatigue_Score,Fatigue_Level,System_Recommendation,Years_at_Company,Self_Reported_Sleep_Quality,Break_Room_Entry_Count,Water_Dispenser_Refills,Vending_Machine_Sugar_Purchases,Corporate_Gym_Entry_Mins,Peer_Collaboration_Pings,Mid_Shift_Mood_Score,Anomaly_Cohort,Decision_Density,Hydration_Ratio,Sleep_Deficit,Fatigue_Risk_Index,Experience_Group,Sleep_Group,Gym_Group,Stress_Group,Caffeine_Group,PCA_1,PCA_2,Cluster_ID,Behavioural_Archetype
14,73,16,4.12,6.4,Morning,1,1.0,0.0,3.6,71.8,High,Take Break,5.8,Fair,5,4,4,0,11,5.0,Expected trend,5.214285714285714,2.0,1.5999999999999996,26.419999999999998,Mid-level (3-7),Adequate Sleep,No Activity,Low,Low,1.254003785117834,-0.7319184339027346,2,Collaborative / Balanced
11,53,10,2.71,5.4,Evening,5,4.6,0.0,4.8,40.0,Medium,Slow Down,2.7,Poor,2,10,5,0,48,5.0,Expected trend,4.818181818181818,1.6666666666666667,2.5999999999999996,16.63,New (0-3),Adequate Sleep,No Activity,Medium,High,1.0642307961042676,1.1421706652061625,2,Collaborative / Balanced
2,10,2,1.4,6.5,Night,1,1.0,0.0,1.0,0.0,Low,Continue,2.3,Good,0,7,5,25,21,5.0,Expected trend,5.0,3.5,1.5,0.75,New (0-3),Adequate Sleep,Moderate Activity,Low,Low,-3.5594248068151373,-0.09493085624660472,1,Low Engagement
3,21,5,2.02,4.7,Morning,2,3.3,0.0,2.9,0.0,Low,Continue,0.6,Good,1,5,5,0,13,4.0,Expected trend,7.0,1.6666666666666667,3.3,2.065,New (0-3),Poor Sleep,No Activity,Medium,Medium,-1.7129864581311383,-0.4079540049583323,1,Low Engagement
4,14,2,2.87,6.9,Evening,1,1.0,0.0,1.1,0.0,Low,Continue,1.0,Good,2,5,5,48,13,5.0,Expected trend,3.5,2.5,1.0999999999999996,0.69,New (0-3),Adequate Sleep,High Activity,Low,Low,-2.9083443301367446,-0.3517190909444342,1,Low Engagement
11,56,20,3.17,4.3,Night,2,4.5,0.001,5.4,68.9,High,Take Break,8.1,Fair,1,6,5,0,42,6.8,Night peer-support buffer,5.090909090909091,2.0,3.7,27.06,Senior (7-15),Poor Sleep,No Activity,Medium,Medium,1.6907576005011633,-0.09654219514215336,2,Collaborative / Balanced
13,63,20,4.52,6.6,Afternoon,1,1.0,0.0,3.5,65.6,Medium,Take Break,9.4,Excellent,11,3,1,0,26,4.0,Expected trend,4.846153846153846,1.5,1.4000000000000004,24.189999999999998,Senior (7-15),Adequate Sleep,No Activity,Low,Low,2.312960422166999,0.03263710184378681,2,Collaborative / Balanced
12,51,20,2.9,8.3,Afternoon,3,1.8,0.0,3.6,41.8,Medium,Slow Down,9.6,Poor,0,7,3,0,12,2.0,Expected trend,4.25,1.75,0.0,15.799999999999997,Senior (7-15),Good Sleep,No Activity,Low,Medium,0.12807490819375342,1.526370785627075,2,Collaborative / Balanced
1,3,1,2.88,8.3,Evening,0,1.0,0.0,0.7,0.0,Low,Continue,1.4,Good,0,3,4,46,17,5.0,Expected trend,3.0,3.0,0.0,0.39,New (0-3),Good Sleep,High Activity,Low,Low,-3.848513100703593,0.46526122378147405,1,Low Engagement
6,24,6,2.51,5.6,Morning,0,1.0,0.0,1.6,9.8,Low,Continue,2.9,Poor,2,5,5,51,12,5.0,Expected trend,4.0,5.0,2.4000000000000004,4.48,New (0-3),Adequate Sleep,High Activity,Low,Low,-2.1193572762799886,-0.9013499219411629,1,Low Engagement
3,10,3,2.65,6.4,Night,1,1.0,0.0,1.0,0.0,Low,Continue,0.5,Excellent,1,5,4,54,16,5.0,Expected trend,3.3333333333333335,2.5,1.5999999999999996,0.77,New (0-3),Adequate Sleep,High Activity,Low,Low,-3.0675022280483084,-0.3837052794806514,1,Low Engagement
17,82,27,3.38,5.7,Afternoon,4,4.0,0.053,6.2,100.0,High,Take Break,9.2,Fair,3,8,3,21,21,4.0,Expected trend,4.823529411764706,1.6,2.3,37.7,Senior (7-15),Adequate Sleep,Moderate Activity,Medium,High,3.900035664343262,-0.6755796385440946,0,Stressed / Isolated
3,21,9,3.0,4.5,Afternoon,1,1.0,0.0,1.7,4.1,Low,Continue,2.3,Poor,0,5,5,23,11,5.0,Expected trend,7.0,2.5,3.5,2.725,New (0-3),Poor Sleep,Moderate Activity,Low,Low,-2.2493551563761436,-1.2543854255484062,1,Low Engagement
1,4,0,1.27,7.5,Evening,1,2.4,0.0,1.6,0.0,Low,Continue,1.1,Fair,1,8,5,40,14,5.0,Expected trend,4.0,4.0,0.5,1.02,New (0-3),Good Sleep,Moderate Activity,Low,Low,-3.597515947969772,0.22425671416012224,1,Low Engagement
3,18,5,3.68,7.3,Morning,0,1.0,0.0,1.4,0.0,Low,Continue,2.1,Excellent,1,5,3,73,18,5.0,Expected trend,6.0,5.0,0.7000000000000002,0.67,New (0-3),Good Sleep,High Activity,Low,Low,-2.6666661730436774,0.09866257044983961,1,Low Engagement
4,21,6,2.07,6.6,Evening,1,1.0,0.0,1.5,0.0,Low,Continue,3.7,Good,1,6,5,51,13,3.0,Expected trend,5.25,3.0,1.4000000000000004,0.8300000000000001,Mid-level (3-7),Adequate Sleep,High Activity,Low,Low,-2.448983183707125,0.2788906790978667,1,Low Engagement
6,40,16,3.43,7.0,Morning,2,1.1,0.0,2.6,17.1,Low,Continue,7.9,Good,0,10,5,0,12,4.0,Expected trend,6.666666666666667,3.3333333333333335,1.0,6.980000000000001,Senior (7-15),Adequate Sleep,No Activity,Low,Medium,-1.254365664702582,0.21234293533805038,1,Low Engagement
7,47,14,2.41,6.1,Morning,2,1.5,0.0,3.0,27.5,Low,Continue,4.5,Excellent,2,7,5,0,16,5.0,Expected trend,6.714285714285714,2.3333333333333335,1.9000000000000004,10.98,Mid-level (3-7),Adequate Sleep,No Activity,Low,Medium,-0.8743595839120906,-0.37326138148952387,1,Low Engagement
8,50,17,2.0,5.7,Night,1,1.3,0.0,3.1,41.0,Medium,Slow Down,6.8,Good,0,8,5,0,21,5.0,Expected trend,6.25,4.0,2.3,15.754999999999999,Mid-level (3-7),Adequate Sleep,No Activity,Low,Low,-0.7174151473082434,-0.2751629164206428,1,Low Engagement
13,78,18,2.91,9.0,Evening,3,4.4,0.0,5.9,52.6,Medium,Slow Down,7.2,Excellent,10,6,5,0,47,4.0,Expected trend,6.0,1.5,0.0,20.69,Senior (7-15),Good Sleep,No Activity,Medium,Medium,2.801665739608727,2.571865297949077,2,Collaborative / Balanced
4,29,6,3.0,8.5,Night,1,1.0,0.0,1.8,0.0,Low,Continue,1.9,Good,1,4,3,39,15,5.0,Expected trend,7.25,2.0,0.0,0.6100000000000001,New (0-3),Good Sleep,Moderate Activity,Low,Low,-2.726215711688065,0.4928574322521098,1,Low Engagement
6,27,7,1.84,5.3,Evening,1,1.8,0.0,2.2,12.0,Low,Continue,2.0,Poor,0,7,5,45,19,5.0,Expected trend,4.5,3.5,2.7,5.63,New (0-3),Adequate Sleep,Moderate Activity,Low,Low,-1.9981982158896965,-0.49014307696786863,1,Low Engagement
11,52,9,3.62,5.1,Evening,2,4.9,0.0,5.0,46.2,Medium,Slow Down,5.4,Fair,2,5,2,32,47,2.0,Expected trend,4.7272727272727275,1.6666666666666667,2.9000000000000004,18.975,Mid-level (3-7),Adequate Sleep,Moderate Activity,Medium,Medium,1.9917077054836774,2.012328329084735,2,Collaborative / Balanced
1,2,3,1.87,7.0,Afternoon,3,1.0,0.0,0.8,0.0,Low,Continue,1.3,Fair,0,9,5,25,16,5.0,Expected trend,2.0,2.25,1.0,0.6100000000000001,New (0-3),Adequate Sleep,Moderate Activity,Low,Medium,-3.791563514493139,-0.09217654794546523,1,Low Engagement
8,37,12,2.76,5.1,Night,4,1.0,0.0,2.3,26.1,Low,Continue,4.8,Good,1,9,4,42,12,5.0,Expected trend,4.625,1.8,2.9000000000000004,10.424999999999999,Mid-level (3-7),Adequate Sleep,Moderate Activity,Low,High,-1.1974993708838624,-1.0235646871358686,1,Low Engagement
2,11,3,3.44,8.0,Morning,2,1.4,0.0,1.3,0.0,Low,Continue,0.5,Poor,2,5,4,37,20,5.0,Expected trend,5.5,1.6666666666666667,0.0,0.61,New (0-3),Good Sleep,Moderate Activity,Low,Medium,-2.9005442632095075,0.46785191514618496,1,Low Engagement
8,35,13,3.35,4.8,Afternoon,1,1.6,0.0,2.6,34.4,Medium,Slow Down,6.2,Fair,1,9,4,0,14,5.0,Expected trend,4.375,4.5,3.2,13.6,Mid-level (3-7),Poor Sleep,No Activity,Low,Low,-0.7015812320350333,-0.9664598286935822,1,Low Engagement
9,32,12,1.38,7.2,Afternoon,2,1.0,0.0,2.2,19.0,Low,Continue,3.3,Good,1,8,5,0,17,5.0,Expected trend,3.5555555555555554,2.6666666666666665,0.7999999999999998,7.5,Mid-level (3-7),Good Sleep,No Activity,Low,Medium,-1.9220847352851156,0.04396752542742114,1,Low Engagement
4,23,7,1.97,5.6,Morning,3,1.0,0.0,1.6,0.0,Low,Continue,3.5,Fair,1,8,5,61,14,5.0,Expected trend,5.75,2.0,2.4000000000000004,1.0500000000000003,Mid-level (3-7),Adequate Sleep,High Activity,Low,Medium,-2.5689909502994728,-0.7428202838207525,1,Low Engagement
17,73,21,3.93,5.3,Afternoon,5,2.5,0.028,4.8,92.2,High,Take Break,9.1,Fair,7,9,1,0,47,5.0,Expected trend,4.294117647058823,1.5,2.7,34.394999999999996,Senior (7-15),Adequate Sleep,No Activity,Low,High,3.5383234157552774,-0.12420016668134824,2,Collaborative / Balanced
7,30,10,3.34,6.2,Morning,2,2.1,0.0,2.7,13.5,Low,Continue,3.4,Fair,2,5,5,0,12,5.0,Expected trend,4.285714285714286,1.6666666666666667,1.7999999999999998,6.15,Mid-level (3-7),Adequate Sleep,No Activity,Low,Medium,-1.2248574883976404,-0.41581751327450683,1,Low Engagement
10,49,18,1.53,5.0,Night,2,1.7,0.0,3.4,52.0,Medium,Slow Down,7.7,Poor,0,10,4,0,14,4.0,Expected trend,4.9,3.3333333333333335,3.0,19.905,Senior (7-15),Poor Sleep,No Activity,Low,Medium,-0.19232096985134547,-0.45736846092445094,1,Low Engagement
5,20,2,2.44,5.3,Morning,0,1.0,0.0,1.3,0.3,Low,Continue,1.1,Good,0,5,5,33,9,5.0,Expected trend,4.0,5.0,2.7,1.155,New (0-3),Adequate Sleep,Moderate Activity,Low,Low,-2.8291929879499698,-1.0686858854922887,1,Low Engagement
10,54,18,2.84,4.6,Afternoon,3,1.0,0.0,3.1,56.4,Medium,Slow Down,7.1,Fair,1,7,4,0,17,4.0,Expected trend,5.4,1.75,3.4000000000000004,21.29,Senior (7-15),Poor Sleep,No Activity,Low,Medium,0.28484045771910205,-0.6792306820682843,1,Low Engagement
12,63,18,3.13,7.0,Morning,1,3.7,0.0,5.0,57.4,Medium,Slow Down,7.2,Good,1,4,4,0,35,4.0,Expected trend,5.25,2.0,1.0,22.215,Senior (7-15),Adequate Sleep,No Activity,Medium,Low,1.3720918843966963,1.5376618528390569,2,Collaborative / Balanced
6,30,10,2.23,5.1,Morning,1,2.1,0.0,2.6,18.2,Low,Continue,4.1,Poor,5,10,4,0,18,5.0,Expected trend,5.0,5.0,2.9000000000000004,7.994999999999999,Mid-level (3-7),Adequate Sleep,No Activity,Low,Low,-0.8964446094369105,-0.7780061009394582,1,Low Engagement
1,3,1,1.94,6.6,Evening,1,1.0,0.0,0.7,0.0,Low,Continue,0.6,Fair,2,6,5,42,14,5.0,Expected trend,3.0,3.0,1.4000000000000004,0.6700000000000002,New (0-3),Adequate Sleep,Moderate Activity,Low,Low,-3.574772027035166,-0.4494822873376052,1,Low Engagement
3,13,6,3.37,5.5,Afternoon,1,1.0,0.0,1.3,0.0,Low,Continue,2.5,Fair,1,4,3,40,13,5.0,Expected trend,4.333333333333333,2.0,2.5,1.01,New (0-3),Adequate Sleep,Moderate Activity,Low,Low,-2.5475265908403424,-0.8416711762361424,1,Low Engagement
7,37,11,1.61,7.3,Evening,2,1.3,0.0,2.4,12.0,Low,Continue,2.7,Poor,1,10,5,58,12,5.0,Expected trend,5.285714285714286,3.3333333333333335,0.7000000000000002,5.144999999999999,New (0-3),Good Sleep,High Activity,Low,Medium,-2.0454402762738764,-0.04674641188408994,1,Low Engagement
11,68,18,3.86,5.6,Evening,1,4.3,0.0,5.5,64.6,Medium,Take Break,7.0,Poor,1,8,3,0,47,5.0,Expected trend,6.181818181818182,4.0,2.4000000000000004,25.264999999999997,Mid-level (3-7),Adequate Sleep,No Activity,Medium,Low,2.059340838444834,1.2256988588924358,2,Collaborative / Balanced
12,65,15,3.68,6.7,Evening,1,1.6,0.0,3.7,56.1,Medium,Slow Down,6.4,Fair,1,4,4,0,15,5.0,Expected trend,5.416666666666667,2.0,1.2999999999999998,21.034999999999997,Mid-level (3-7),Adequate Sleep,No Activity,Low,Low,0.32300888574090747,-0.1299111017355394,2,Collaborative / Balanced
9,53,16,2.97,6.6,Evening,2,3.4,0.0,4.5,38.1,Medium,Slow Down,6.5,Poor,1,9,5,20,43,5.0,Expected trend,5.888888888888889,3.0,1.4000000000000004,15.364999999999998,Mid-level (3-7),Adequate Sleep,Low Activity,Medium,Medium,0.5170719591822028,1.3259290584495267,2,Collaborative / Balanced
1,5,0,2.81,5.3,Morning,0,1.7,0.0,1.2,0.0,Low,Continue,1.4,Fair,1,4,5,33,13,5.0,Expected trend,5.0,4.0,2.7,1.205,New (0-3),Adequate Sleep,Moderate Activity,Low,Low,-3.051540441812079,-0.8481054629019842,1,Low Engagement
4,18,5,0.5,6.6,Afternoon,1,1.0,0.0,1.4,0.0,Low,Continue,2.9,Poor,0,8,5,45,17,5.0,Expected trend,4.5,4.0,1.4000000000000004,0.81,New (0-3),Adequate Sleep,Moderate Activity,Low,Low,-3.3793857555139835,-0.18498301847947982,1,Low Engagement
2,10,6,2.44,5.6,Evening,3,1.0,0.0,1.2,0.0,Low,Continue,1.1,Fair,1,8,5,55,16,5.0,Expected trend,5.0,2.0,2.4000000000000004,0.9700000000000001,New (0-3),Adequate Sleep,High Activity,Low,Medium,-2.8881839488217262,-0.6808022053189065,1,Low Engagement
2,13,5,3.69,7.4,Night,2,1.0,0.0,1.2,0.0,Low,Continue,1.8,Good,1,5,2,77,20,5.0,Expected trend,6.5,1.6666666666666667,0.5999999999999996,0.6099999999999999,New (0-3),Good Sleep,High Activity,Low,Medium,-2.841852677453651,0.21397115629110175,1,Low Engagement
17,85,21,4.35,4.5,Evening,1,3.5,0.1093999999999999,5.7,100.0,High,Take Break,7.9,Poor,3,3,5,51,20,5.0,Expected trend,5.0,1.5,3.5,37.715,Senior (7-15),Poor Sleep,High Activity,Medium,Low,4.195292439234378,-2.834356389486146,0,Stressed / Isolated
2,7,2,2.89,6.0,Morning,0,1.0,0.0,0.9,0.0,Low,Continue,0.8,Fair,1,3,4,58,10,5.0,Expected trend,3.5,3.0,2.0,0.8300000000000001,New (0-3),Adequate Sleep,High Activity,Low,Low,-3.2024529272552584,-0.7973405284234139,1,Low Engagement
4,17,3,1.72,7.8,Night,2,1.0,0.0,1.3,0.0,Low,Continue,1.2,Fair,0,9,5,44,14,3.0,Expected trend,4.25,3.0,0.20000000000000018,0.55,New (0-3),Good Sleep,Moderate Activity,Low,Medium,-3.0769140780985826,0.8322728527630764,1,Low Engagement
11,61,19,3.45,6.2,Afternoon,0,1.2,0.0,3.5,60.1,Medium,Take Break,8.5,Poor,1,5,2,0,17,4.0,Expected trend,5.545454545454546,5.0,1.7999999999999998,22.395,Senior (7-15),Adequate Sleep,No Activity,Low,Low,0.5281386728350701,0.024851853240936063,2,Collaborative / Balanced
13,77,24,4.08,4.8,Afternoon,5,1.0,0.012,4.1,70.9,High,Take Break,9.9,Poor,5,10,2,58,42,3.0,Active high-density resilience,5.923076923076923,1.6666666666666667,3.2,26.525000000000002,Senior (7-15),Poor Sleep,High Activity,Low,High,2.8327507853227436,0.3560407198220558,2,Collaborative / Balanced
15,74,27,2.97,4.5,Afternoon,5,1.3,0.0372,4.3,98.8,High,Take Break,12.6,Fair,3,10,4,38,30,5.0,Expected trend,4.933333333333334,1.6666666666666667,3.5,36.465,Senior (7-15),Poor Sleep,Moderate Activity,Low,High,2.644743354350575,-1.3163623854471518,0,Stressed / Isolated
12,57,17,2.96,5.7,Morning,3,2.3,0.0,4.0,56.7,Medium,Slow Down,7.2,Poor,0,6,5,0,42,5.0,Expected trend,4.75,1.5,2.3,21.68,Senior (7-15),Adequate Sleep,No Activity,Low,Medium,0.7396993992764769,0.7313024187814376,2,Collaborative / Balanced
11,42,10,2.77,6.4,Evening,2,2.9,0.0,3.5,34.5,Medium,Slow Down,2.8,Fair,1,8,5,0,14,5.0,Expected trend,3.8181818181818183,2.6666666666666665,1.5999999999999996,13.819999999999999,New (0-3),Adequate Sleep,No Activity,Low,Medium,-0.49135991046147276,-0.09154378691258229,1,Low Engagement
1,7,3,0.92,6.6,Evening,4,1.1,0.001,1.0,0.0,Low,Continue,0.5,Fair,0,10,5,36,13,5.0,Active high-density resilience,7.0,2.0,1.4000000000000004,0.7550000000000001,New (0-3),Adequate Sleep,Moderate Activity,Low,High,-3.853822428979881,-0.37236857473340634,1,Low Engagement
16,61,19,3.13,4.4,Evening,3,2.6,0.0397999999999999,4.3,89.7,High,Take Break,8.5,Poor,6,10,5,50,13,3.0,Expected trend,3.8125,2.5,3.5999999999999996,33.625,Senior (7-15),Poor Sleep,High Activity,Low,Medium,2.938514363446095,-1.4121439192071727,0,Stressed / Isolated
13,73,24,3.48,6.5,Night,1,1.0,0.0,4.0,77.1,High,Take Break,7.2,Fair,4,4,4,29,48,3.0,Expected trend,5.615384615384615,2.0,1.5,28.334999999999997,Senior (7-15),Adequate Sleep,Moderate Activity,Low,Low,2.237991505032118,1.574697714926933,2,Collaborative / Balanced
6,35,8,1.93,6.2,Evening,3,1.0,0.0,2.1,7.7,Low,Continue,1.2,Poor,2,10,5,47,14,4.0,Expected trend,5.833333333333333,2.5,1.7999999999999998,3.7249999999999996,New (0-3),Adequate Sleep,High Activity,Low,Medium,-1.8274314065426447,-0.2022317820670008,1,Low Engagement
6,24,9,2.85,7.1,Morning,2,1.0,0.0,1.8,0.1,Low,Continue,3.6,Fair,1,5,5,53,15,5.0,Expected trend,4.0,1.6666666666666667,0.9000000000000004,0.8250000000000001,Mid-level (3-7),Good Sleep,High Activity,Low,Medium,-2.314956232542056,-0.07233931072077643,1,Low Engagement
10,50,13,2.25,6.3,Night,3,2.4,0.0,3.6,36.5,Medium,Slow Down,6.6,Excellent,0,10,5,21,8,5.0,Expected trend,5.0,2.5,1.7000000000000002,14.434999999999999,Mid-level (3-7),Adequate Sleep,Moderate Activity,Low,Medium,-0.6943206687103738,-0.3813359665483731,1,Low Engagement
2,11,2,2.25,4.5,Afternoon,3,1.0,0.0,1.0,0.0,Low,Continue,2.8,Poor,4,9,5,0,15,5.0,Expected trend,5.5,2.25,3.5,1.1500000000000001,New (0-3),Poor Sleep,No Activity,Low,Medium,-2.578645086212114,-1.3496659784546978,1,Low Engagement
3,16,4,0.75,5.0,Morning,0,1.0,0.0,1.3,0.0,Low,Continue,1.3,Fair,0,5,5,47,17,5.0,Expected trend,5.333333333333333,5.0,3.0,1.11,New (0-3),Poor Sleep,High Activity,Low,Low,-3.204487788424083,-0.8491744480713604,1,Low Engagement
6,22,7,3.39,6.7,Afternoon,3,1.1,0.0,1.7,0.0,Low,Continue,4.4,Fair,0,8,3,51,17,5.0,Expected trend,3.6666666666666665,2.0,1.2999999999999998,0.875,Mid-level (3-7),Adequate Sleep,High Activity,Low,Medium,-2.323833787667881,-0.10919667283753201,1,Low Engagement
16,76,22,4.38,5.0,Evening,1,2.4,0.0485999999999999,4.8,100.0,High,Take Break,8.9,Poor,4,4,2,23,13,5.0,Expected trend,4.75,2.0,3.0,37.160000000000004,Senior (7-15),Poor Sleep,Moderate Activity,Low,Low,3.0978899124613455,-1.9185178495903148,0,Stressed / Isolated
6,41,12,2.89,7.3,Evening,2,1.8,0.0,2.9,11.3,Low,Continue,2.5,Fair,0,5,5,0,8,3.0,Expected trend,6.833333333333333,1.6666666666666667,0.7000000000000002,5.125,New (0-3),Good Sleep,No Activity,Low,Medium,-1.323576561666036,0.6153268287827803,1,Low Engagement
13,63,14,2.73,4.6,Evening,4,4.8,0.0176,5.5,67.5,High,Take Break,5.6,Fair,5,10,4,61,52,5.0,Expected trend,4.846153846153846,2.0,3.4000000000000004,26.605,Mid-level (3-7),Poor Sleep,High Activity,Medium,High,2.697867276477365,0.5063771760927899,2,Collaborative / Balanced
4,21,4,3.12,7.4,Afternoon,1,2.5,0.0,2.3,0.0,Low,Continue,0.7,Excellent,1,6,4,41,15,5.0,Expected trend,5.25,3.0,0.5999999999999996,1.2049999999999998,New (0-3),Good Sleep,Moderate Activity,Low,Low,-2.3179173046645545,0.28656527171993057,1,Low Engagement
15,77,23,3.63,5.2,Evening,2,5.5,0.0113999999999999,6.7,95.2,High,Take Break,10.6,Poor,4,6,4,0,39,2.0,Expected trend,5.133333333333334,2.0,2.8,36.595000000000006,Senior (7-15),Adequate Sleep,No Activity,Medium,Medium,4.409415309874285,1.5632092264267319,2,Collaborative / Balanced
6,31,9,2.03,6.3,Afternoon,1,3.0,0.0,3.2,10.2,Low,Continue,3.6,Fair,1,4,5,0,14,5.0,Expected trend,5.166666666666667,2.0,1.7000000000000002,5.299999999999999,Mid-level (3-7),Adequate Sleep,No Activity,Low,Low,-1.5198523284063081,-0.07813190461634899,1,Low Engagement
1,5,0,0.5,9.0,Afternoon,3,1.0,0.0,0.8,0.0,Low,Continue,0.5,Good,1,10,5,43,17,5.0,Expected trend,5.0,2.5,0.0,0.41000000000000003,New (0-3),Good Sleep,Moderate Activity,Low,Medium,-4.418832919566935,0.704424052854917,1,Low Engagement
9,48,10,2.3,5.8,Afternoon,4,1.0,0.0,2.6,28.9,Low,Continue,1.8,Good,0,9,5,0,15,5.0,Expected trend,5.333333333333333,1.8,2.2,11.324999999999998,New (0-3),Adequate Sleep,No Activity,Low,High,-1.2728999231104885,-0.5719105324396806,1,Low Engagement
12,45,14,2.7,5.8,Afternoon,3,1.3,0.0,2.9,46.5,Medium,Slow Down,5.6,Fair,1,8,3,0,12,5.0,Expected trend,3.75,2.0,2.2,17.619999999999997,Mid-level (3-7),Adequate Sleep,No Activity,Low,Medium,-0.44868224022524533,-0.6972192853106678,1,Low Engagement
11,53,20,2.89,6.0,Night,6,1.0,0.0,3.2,46.8,Medium,Slow Down,4.4,Fair,1,10,4,0,16,5.0,Expected trend,4.818181818181818,1.4285714285714286,2.0,17.669999999999998,Mid-level (3-7),Adequate Sleep,No Activity,Low,High,-0.08407950581756768,-0.44657529789316724,1,Low Engagement
13,77,19,4.08,4.6,Afternoon,3,1.0,0.0511999999999999,3.9,84.0,High,Take Break,6.8,Good,3,7,4,0,12,4.0,Expected trend,5.923076923076923,1.75,3.4000000000000004,31.11,Mid-level (3-7),Poor Sleep,No Activity,Low,Medium,2.219729739182813,-2.038445532696383,0,Stressed / Isolated
1,2,0,2.65,6.1,Afternoon,1,3.7,0.0,2.3,0.0,Low,Continue,0.5,Good,1,7,3,69,22,5.0,Expected trend,2.0,3.5,1.9000000000000004,1.7650000000000001,New (0-3),Adequate Sleep,High Activity,Medium,Low,-2.5471126374414985,0.2086794790136159,1,Low Engagement
4,21,5,3.12,5.7,Afternoon,0,1.0,0.0,1.5,0.0,Low,Continue,0.5,Poor,0,6,5,31,18,5.0,Expected trend,5.25,6.0,2.3,1.01,New (0-3),Adequate Sleep,Moderate Activity,Low,Low,-2.5075207015878593,-0.5091987994949989,1,Low Engagement
5,27,7,2.08,5.7,Evening,2,1.0,0.0,1.8,3.9,Low,Continue,4.3,Fair,1,5,5,33,12,5.0,Expected trend,5.4,1.6666666666666667,2.3,2.435,Mid-level (3-7),Adequate Sleep,Moderate Activity,Low,Medium,-2.3742542025318243,-0.7826191255829805,1,Low Engagement
17,94,29,4.81,6.4,Night,6,3.4,0.0,6.3,100.0,High,Take Break,13.4,Fair,3,9,3,0,33,4.0,Expected trend,5.529411764705882,1.2857142857142858,1.5999999999999996,37.43,Senior (7-15),Adequate Sleep,No Activity,Medium,High,4.0288048066878455,1.107555826355602,2,Collaborative / Balanced
5,34,10,2.59,6.3,Evening,0,3.1,0.0,3.4,11.1,Low,Continue,2.5,Poor,0,5,4,0,13,5.0,Expected trend,6.8,5.0,1.7000000000000002,5.68,New (0-3),Adequate Sleep,No Activity,Medium,Low,-1.4416296543127658,-0.03706331062474517,1,Low Engagement
3,16,7,3.71,7.0,Morning,0,2.0,0.0,2.0,0.0,Low,Continue,2.4,Fair,1,4,3,68,12,5.0,Expected trend,5.333333333333333,4.0,1.0,1.1,New (0-3),Adequate Sleep,High Activity,Low,Low,-2.3242141560957355,-0.07019874916630402,1,Low Engagement
11,66,21,1.87,5.7,Evening,1,2.2,0.0,4.3,67.1,High,Take Break,9.9,Good,2,4,4,0,46,4.0,Expected trend,6.0,2.0,2.3,25.354999999999997,Senior (7-15),Adequate Sleep,No Activity,Low,Low,1.335055515875448,1.1375401961959215,2,Collaborative / Balanced
2,17,3,0.97,7.6,Afternoon,3,1.0,0.001,1.3,0.0,Low,Continue,1.2,Excellent,1,10,5,35,11,4.0,Active high-density resilience,8.5,2.5,0.40000000000000036,0.5900000000000001,New (0-3),Good Sleep,Moderate Activity,Low,Medium,-3.4717480516411827,0.23710754218421778,1,Low Engagement
14,68,25,2.6,6.6,Evening,4,4.0,0.0,5.7,73.1,High,Take Break,7.9,Good,6,10,4,0,46,5.0,Expected trend,4.857142857142857,2.0,1.4000000000000004,28.005,Senior (7-15),Adequate Sleep,No Activity,Medium,High,2.7664587188882535,1.3358994378165567,2,Collaborative / Balanced
6,23,1,1.9,4.5,Morning,2,1.0,0.0,1.3,5.4,Low,Continue,0.5,Fair,3,6,5,24,10,5.0,Expected trend,3.8333333333333335,2.0,3.5,3.0999999999999996,New (0-3),Poor Sleep,Moderate Activity,Low,Medium,-2.3080907543528064,-1.5184159858031934,1,Low Engagement
1,3,0,2.52,7.5,Night,3,1.9,0.0,1.2,0.0,Low,Continue,0.5,Good,0,9,5,45,20,5.0,Expected trend,3.0,2.25,0.5,0.815,New (0-3),Good Sleep,Moderate Activity,Low,Medium,-3.5241783775593207,0.41655511217358165,1,Low Engagement
7,45,14,1.81,5.6,Evening,1,3.3,0.0,4.0,32.0,Low,Slow Down,7.3,Poor,3,7,5,0,35,3.0,Expected trend,6.428571428571429,3.5,2.4000000000000004,13.305,Senior (7-15),Adequate Sleep,No Activity,Medium,Low,0.3896965805474319,1.1243595180180264,2,Collaborative / Balanced
2,6,1,2.44,6.1,Morning,1,1.0,0.0,0.8,0.0,Low,Continue,1.3,Good,1,6,5,0,9,5.0,Expected trend,3.0,3.0,1.9000000000000004,0.7900000000000001,New (0-3),Adequate Sleep,No Activity,Low,Low,-3.4194829080819,-0.8075513359428738,1,Low Engagement
1,3,1,2.63,6.1,Evening,0,1.0,0.0,0.7,0.0,Low,Continue,0.5,Poor,1,8,4,42,13,5.0,Expected trend,3.0,8.0,1.9000000000000004,0.7700000000000001,New (0-3),Adequate Sleep,Moderate Activity,Low,Low,-3.456592821599992,-0.6474281492431352,1,Low Engagement
